language,word,value
DE,weltweit,0.49
DE,better,0.49
DE,restaurant,0.49
DE,lego,0.49
DE,saturday,0.49
DE,stolz,0.49
DE,sleeping,0.49
DE,cinema,0.48
DE,buch,0.48
DE,hot,0.48
DE,relationship,0.48
DE,gutscheine,0.48
DE,million,0.48
DE,konzerte,0.48
DE,insel,0.48
DE,keks,0.48
DE,paris,0.48
DE,true,0.48
DE,grüße,0.48
DE,neuigkeiten,0.48
DE,versandkostenfrei,0.48
DE,world,0.48
DE,kunstwerk,0.48
DE,pflanzen,0.48
DE,fine,0.48
DE,schick,0.48
DE,deluxe,0.48
DE,frische,0.48
DE,unterstützen,0.48
DE,mai,0.48
DE,tierwelt,0.48
DE,movie,0.48
DE,kind,0.48
DE,favourite,0.48
DE,liked,0.48
DE,b-day,0.48
DE,food,0.48
DE,yes,0.48
DE,fantasy,0.48
DE,sunday,0.48
DE,juni,0.48
DE,fahrrad,0.48
DE,proud,0.48
DE,sternen,0.48
DE,selbständigkeit,0.48
DE,tee,0.48
DE,freitag,0.48
DE,ruhe,0.48
DE,golden,0.48
DE,vorzüglich,0.48
DE,interessieren,0.48
DE,rabatt,0.48
DE,gemüse,0.48
DE,berühren,0.48
DE,persönlichkeit,0.48
DE,demokratische,0.48
DE,sonntag,0.48
DE,unterstützung,0.48
DE,reich,0.48
DE,befriedigung,0.48
DE,fotografie,0.48
DE,krone,0.48
DE,seele,0.48
DE,together,0.48
DE,lieder,0.48
DE,stars,0.48
DE,hahahah,0.48
DE,wikipedia,0.48
DE,couch,0.48
DE,nützlich,0.48
DE,zarte,0.48
DE,vermögen,0.48
DE,verbessert,0.48
DE,filme,0.48
DE,erde,0.48
DE,helden,0.48
DE,hilfe,0.48
DE,kaffee,0.48
DE,empfehlung,0.48
DE,stark,0.48
DE,literatur,0.48
DE,luft,0.47
DE,erleben,0.47
DE,miteinander,0.47
DE,bella,0.47
DE,likes,0.47
DE,künste,0.47
DE,care,0.47
DE,gefördert,0.47
DE,günstiger,0.47
DE,klasse,0.47
DE,dinner,0.47
DE,hihi,0.47
DE,kamera,0.47
DE,übereinstimmung,0.47
DE,soul,0.47
DE,musikinstrumente,0.47
DE,abschluss,0.47
DE,sleep,0.47
DE,goodnight,0.47
DE,büchern,0.47
DE,gelingen,0.47
DE,gruß,0.47
DE,juli,0.47
DE,excited,0.47
DE,travel,0.47
DE,verwirklichung,0.47
DE,optimale,0.47
DE,poesie,0.47
DE,rücksicht,0.47
DE,dance,0.47
DE,august,0.47
DE,playing,0.47
DE,interesse,0.47
DE,singing,0.47
DE,clean,0.47
DE,life,0.47
DE,finale,0.47
DE,neuwertig,0.47
DE,bett,0.47
DE,book,0.47
DE,hehe,0.47
DE,lebt,0.47
DE,individuell,0.47
DE,movies,0.47
DE,hero,0.47
DE,earth,0.47
DE,please,0.47
DE,schmeckt,0.47
DE,restaurants,0.47
DE,bewusstsein,0.47
DE,anerkannt,0.47
DE,vollendet,0.47
DE,bequem,0.47
DE,verstanden,0.46
DE,congrats,0.46
DE,sinnvoll,0.46
DE,haha,0.46
DE,entfaltung,0.46
DE,sekt,0.46
DE,einigung,0.46
DE,kindergarten,0.46
DE,möglichkeiten,0.46
DE,ästhetik,0.46
DE,essen,0.46
DE,aktivität,0.46
DE,photo,0.46
DE,günstige,0.46
DE,abi,0.46
DE,hollywood,0.46
DE,erotik,0.46
DE,pflanze,0.46
DE,vernunft,0.46
DE,fühlen,0.46
DE,kraft,0.46
DE,kulturen,0.46
DE,mum,0.46
DE,gruss,0.46
DE,förderung,0.46
DE,baden,0.46
DE,kochen,0.46
DE,stärken,0.46
DE,fähigkeit,0.46
DE,bemerkenswert,0.46
DE,amsterdam,0.46
DE,internet,0.46
DE,freie,0.46
DE,freiwillig,0.46
DE,candy,0.46
DE,energien,0.46
DE,souveränität,0.46
DE,gitarre,0.46
DE,korrekt,0.46
DE,stärksten,0.46
DE,spenden,0.46
DE,musical,0.46
DE,gedichte,0.46
DE,empfehlen,0.46
DE,original,0.46
DE,singen,0.46
DE,ideas,0.46
DE,dating,0.46
DE,lebendigen,0.46
DE,ästhetische,0.46
DE,villa,0.46
DE,erfahrung,0.46
DE,aktiv,0.46
DE,guter,0.46
DE,fähigkeiten,0.46
DE,aufstieg,0.46
DE,guitar,0.46
DE,erkenntnisse,0.46
DE,radio,0.46
DE,vorteil,0.46
DE,stabilität,0.46
DE,samstag,0.46
DE,atmosphäre,0.46
DE,olympia,0.46
DE,prag,0.46
DE,sofa,0.46
DE,games,0.46
DE,bestseller,0.46
DE,einklang,0.46
DE,wishes,0.46
DE,tugend,0.46
DE,wish,0.46
DE,hochschulen,0.46
DE,ok,0.46
DE,vision,0.46
DE,jung,0.46
DE,jaaa,0.46
DE,fotos,0.45
DE,perspektiven,0.45
DE,interessante,0.45
DE,wünscht,0.45
DE,idealen,0.45
DE,lyrik,0.45
DE,energie,0.45
DE,camera,0.45
DE,top,0.45
DE,stimmung,0.45
DE,heimkino,0.45
DE,premiere,0.45
DE,optimierung,0.45
DE,sinnlichen,0.45
DE,erneuerung,0.45
DE,berge,0.45
DE,sea,0.45
DE,welt,0.45
DE,studium,0.45
DE,tier,0.45
DE,verdienen,0.45
DE,pünktlich,0.45
DE,university,0.45
DE,besinnliche,0.45
DE,star,0.45
DE,überzeugung,0.45
DE,sprachen,0.45
DE,gelungen,0.45
DE,support,0.45
DE,neu,0.45
DE,aufsteiger,0.45
DE,glad,0.45
DE,lebe,0.45
DE,innovative,0.45
DE,stärkung,0.45
DE,gemeinschaft,0.45
DE,besonders,0.45
DE,money,0.45
DE,einkommen,0.45
DE,mögen,0.45
DE,fotogalerie,0.45
DE,lied,0.45
DE,cafÃ©s,0.45
DE,ladies,0.45
DE,tea,0.45
DE,universität,0.45
DE,marry,0.45
DE,pferd,0.45
DE,preissenkung,0.45
DE,ehren,0.45
DE,kinder-,0.45
DE,brasilien,0.45
DE,singt,0.45
DE,bessere,0.45
DE,wirklichkeit,0.45
DE,reichlich,0.45
DE,heim,0.45
DE,duschen,0.45
DE,gemeinsam,0.45
DE,aktive,0.45
DE,artist,0.45
DE,kompetenz,0.45
DE,freien,0.45
DE,vater,0.45
DE,erforschung,0.44
DE,wahr,0.44
DE,sicher,0.44
DE,creative,0.44
DE,neuseeland,0.44
DE,entdeckung,0.44
DE,sylvester,0.44
DE,weiblichen,0.44
DE,klar,0.44
DE,hilft,0.44
DE,irland,0.44
DE,outfit,0.44
DE,cat,0.44
DE,umwelt,0.44
DE,bedeutend,0.44
DE,okay,0.44
DE,vollständigkeit,0.44
DE,barcelona,0.44
DE,young,0.44
DE,extras,0.44
DE,presents,0.44
DE,treffer,0.44
DE,mobilität,0.44
DE,shower,0.44
DE,spielzeug,0.44
DE,spa,0.44
DE,lyrics,0.44
DE,interessiert,0.44
DE,sounds,0.44
DE,bibliothek,0.44
DE,philosophie,0.44
DE,sports,0.44
DE,boyfriend,0.44
DE,power,0.44
DE,vereinigt,0.44
DE,lohnt,0.44
DE,wirksam,0.44
DE,menschheit,0.44
DE,green,0.44
DE,lips,0.44
DE,sinn,0.44
DE,cooler,0.44
DE,song,0.44
DE,besonderes,0.44
DE,fans,0.44
DE,einverstanden,0.44
DE,goethe,0.44
DE,lights,0.44
DE,portugal,0.44
DE,favorited,0.44
DE,tipp,0.44
DE,dusche,0.44
DE,moon,0.44
DE,lesen,0.44
DE,silber,0.44
DE,kids,0.44
DE,sauna,0.44
DE,smart,0.44
DE,profi,0.44
DE,1st,0.44
DE,erleichtern,0.44
DE,cake,0.44
DE,verdanken,0.44
DE,individuelle,0.44
DE,e-mail,0.44
DE,evening,0.44
DE,ziele,0.44
DE,tiger,0.44
DE,god,0.44
DE,besseres,0.44
DE,pool,0.44
DE,air,0.44
DE,play,0.44
DE,imagine,0.44
DE,hamburg,0.44
DE,tourismus,0.44
DE,draussen,0.44
DE,pro,0.44
DE,fördern,0.44
DE,natürlich,0.44
DE,tiere,0.44
DE,millionen,0.44
DE,bitte,0.43
DE,rezepte,0.43
DE,bezahlung,0.43
DE,shopping,0.43
DE,living,0.43
DE,integration,0.43
DE,natürliche,0.43
DE,help,0.43
DE,jeans,0.43
DE,moderner,0.43
DE,theater,0.43
DE,neue,0.43
DE,tipps,0.43
DE,augen,0.43
DE,intellektuellen,0.43
DE,sister,0.43
DE,nahrung,0.43
DE,solutions,0.43
DE,wahrhaft,0.43
DE,hoffen,0.43
DE,tollen,0.43
DE,gäste,0.43
DE,feine,0.43
DE,terrasse,0.43
DE,pony,0.43
DE,brüder,0.43
DE,bodensee,0.43
DE,santa,0.43
DE,international,0.43
DE,events,0.43
DE,perspektive,0.43
DE,plus,0.43
DE,fußball,0.43
DE,wiedervereinigung,0.43
DE,menschlichen,0.43
DE,women,0.43
DE,foto,0.43
DE,gutscheincode,0.43
DE,wonder,0.43
DE,experience,0.43
DE,internationales,0.43
DE,magst,0.43
DE,award,0.43
DE,leicht,0.43
DE,huhu,0.43
DE,human,0.43
DE,verwirklichen,0.43
DE,richtigen,0.43
DE,available,0.43
DE,vollständig,0.43
DE,coole,0.43
DE,unabhängige,0.43
DE,schweden,0.43
DE,germany,0.43
DE,sozial,0.43
DE,team,0.43
DE,schutz,0.43
DE,möglichkeit,0.43
DE,logisch,0.43
DE,strong,0.43
DE,ermöglichen,0.43
DE,well,0.43
DE,starken,0.43
DE,thx,0.43
DE,hause,0.43
DE,richtigkeit,0.43
DE,engagement,0.43
DE,safe,0.43
DE,philosoph,0.43
DE,besuch,0.43
DE,aussicht,0.43
DE,kooperationen,0.43
DE,selbständige,0.42
DE,action,0.42
DE,coffee,0.42
DE,döner,0.42
DE,besonderer,0.42
DE,muskeln,0.42
DE,lohn,0.42
DE,gewißheit,0.42
DE,bewusst,0.42
DE,berlin,0.42
DE,katzen,0.42
DE,karriere,0.42
DE,neues,0.42
DE,event,0.42
DE,mp3,0.42
DE,mega,0.42
DE,weiterentwicklung,0.42
DE,begegnung,0.42
DE,forever,0.42
DE,angebot,0.42
DE,individuellen,0.42
DE,future,0.42
DE,bday,0.42
DE,besseren,0.42
DE,believe,0.42
DE,interessen,0.42
DE,wünsch,0.42
DE,moin,0.42
DE,profitieren,0.42
DE,fly,0.42
DE,kenntnisse,0.42
DE,brain,0.42
DE,goal,0.42
DE,open,0.42
DE,specials,0.42
DE,englisch,0.42
DE,books,0.42
DE,stärker,0.42
DE,album,0.42
DE,stimmt,0.42
DE,sweety,0.42
DE,moments,0.42
DE,besuche,0.42
DE,reiseführer,0.42
DE,entdecken,0.42
DE,kindern,0.42
DE,italien,0.42
DE,eigentum,0.42
DE,zusammen,0.42
DE,hotel,0.42
DE,weiterempfehlen,0.42
DE,internationaler,0.42
DE,schützt,0.42
DE,göttliche,0.42
DE,mag,0.42
DE,universitäten,0.42
DE,menschen,0.42
DE,gelingt,0.42
DE,besuchen,0.42
DE,aufmerksamkeit,0.42
DE,trip,0.42
DE,brot,0.42
DE,verfügbar,0.42
DE,bilder,0.42
DE,sehen,0.42
DE,dichter,0.42
DE,sehr,0.42
DE,shoppen,0.42
DE,hehehe,0.42
DE,alright,0.42
DE,kontakte,0.42
DE,ernährung,0.42
DE,nützliche,0.42
DE,hörbuch,0.42
DE,sohn,0.42
DE,wachstum,0.42
DE,english,0.42
DE,active,0.42
DE,getränke,0.42
DE,geeignet,0.42
DE,live,0.42
DE,london,0.41
DE,sozialer,0.41
DE,tante,0.41
DE,musikwunsch,0.41
DE,überzeugt,0.41
DE,besucher,0.41
DE,mitmachen,0.41
DE,gemeinsamen,0.41
DE,galerien,0.41
DE,gedanke,0.41
DE,sky,0.41
DE,angel,0.41
DE,forschung,0.41
DE,ästhetischen,0.41
DE,neuheiten,0.41
DE,leistung,0.41
DE,mode,0.41
DE,unterstützt,0.41
DE,spontan,0.41
DE,yea,0.41
DE,hund,0.41
DE,student,0.41
DE,geschützt,0.41
DE,mensch,0.41
DE,kulturellen,0.41
DE,pictures,0.41
DE,flüge,0.41
DE,navidad,0.41
DE,grün,0.41
DE,wahre,0.41
DE,wille,0.41
DE,hell,0.41
DE,ziel,0.41
DE,lady,0.41
DE,starten,0.41
DE,ausland,0.41
DE,sale,0.41
DE,wissenschaften,0.41
DE,songs,0.41
DE,zueinander,0.41
DE,bike,0.41
DE,aufmerksam,0.41
DE,neueste,0.41
DE,lieferbar,0.41
DE,abend,0.41
DE,solar,0.41
DE,leichter,0.41
DE,experiment,0.41
DE,museum,0.41
DE,empfindungen,0.41
DE,weibliche,0.41
DE,klassik,0.41
DE,zeichnen,0.41
DE,farbe,0.41
DE,development,0.41
DE,wohnzimmer,0.41
DE,besonderen,0.41
DE,tieren,0.41
DE,exactly,0.41
DE,prinz,0.41
DE,won,0.41
DE,schriftsteller,0.41
DE,schützen,0.41
DE,australien,0.41
DE,kulturelle,0.41
DE,singer,0.41
DE,verwandtschaft,0.41
DE,lektüre,0.41
DE,damen,0.41
DE,einig,0.41
DE,outdoor,0.41
DE,naturwissenschaft,0.41
DE,handy,0.41
DE,verständnis,0.41
DE,museen,0.41
DE,spielt,0.41
DE,agree,0.41
DE,memories,0.41
DE,wir,0.41
DE,zeitschriften,0.41
DE,individuum,0.41
DE,aktivitäten,0.41
DE,social,0.41
DE,dynamik,0.4
DE,brother,0.4
DE,spanisch,0.4
DE,stiftung,0.4
DE,forscher,0.4
DE,science,0.4
DE,realisierung,0.4
DE,cash,0.4
DE,angebote,0.4
DE,beziehungen,0.4
DE,create,0.4
DE,verstehen,0.4
DE,water,0.4
DE,gehirn,0.4
DE,erinnerung,0.4
DE,gelassen,0.4
DE,beruf,0.4
DE,performance,0.4
DE,verwirklicht,0.4
DE,bilden,0.4
DE,trust,0.4
DE,demokratischen,0.4
DE,burger,0.4
DE,gebildeten,0.4
DE,erste,0.4
DE,erzählung,0.4
DE,kanada,0.4
DE,laptop,0.4
DE,charakter,0.4
DE,verständigung,0.4
DE,lebensmittel,0.4
DE,überzeugen,0.4
DE,offen,0.4
DE,lösungen,0.4
DE,weise,0.4
DE,denken,0.4
DE,meister,0.4
DE,couple,0.4
DE,werte,0.4
DE,ring,0.4
DE,roman,0.4
DE,evolution,0.4
DE,dialog,0.4
DE,wirklich,0.4
DE,rights,0.4
DE,trainer,0.4
DE,persönlichkeiten,0.4
DE,augenblick,0.4
DE,mercedes-benz,0.4
DE,erkenntnis,0.4
DE,klassiker,0.4
DE,special,0.4
DE,geboren,0.4
DE,echt,0.4
DE,sound,0.4
DE,lunch,0.4
DE,complete,0.4
DE,sinne,0.4
DE,pläne,0.4
DE,bewußtsein,0.4
DE,ordentlich,0.4
DE,identität,0.4
DE,berührt,0.4
DE,internationale,0.4
DE,pause,0.4
DE,modern,0.4
DE,selbständig,0.4
DE,kooperation,0.4
DE,holland,0.4
DE,einkaufen,0.4
DE,amerika,0.4
DE,frankreich,0.4
DE,mercedes,0.4
DE,gracias,0.4
DE,zivilisation,0.4
DE,großbritannien,0.4
DE,notebook,0.4
DE,kontinuität,0.4
DE,jazz,0.4
DE,gesicht,0.4
DE,versandfertig,0.4
DE,italienischen,0.4
DE,computer,0.4
DE,hochschule,0.4
DE,mitspielen,0.4
DE,pure,0.4
DE,gelöst,0.4
DE,wohnung,0.4
DE,community,0.4
DE,job,0.4
DE,tree,0.4
DE,artists,0.4
DE,hair,0.4
DE,forschungen,0.4
DE,moderne,0.4
DE,erregung,0.4
